Power_Station,Records,Programme_avg,Actual_avg,Programme_sum,Actual_sum,Generation_Difference_avg,Excess_Shortfall_avg,Total_Maintenance_avg,Forced_Maintenance_avg,Available_Capacity_sum,Programme_Achievement_pct,Capacity_Utilization_pct,Deviation_pct,Maintenance_Impact_Index_pct
TATA MAH.,1761.0,3.8921181147075528,4.523316297558205,6854.02,7965.5599999999995,0.631198182850653,0.63122089721749,38.07950028392958,21.92106757524134,720109.0,116.21734398207182,1.106160317396394,16.217343982071817,8.518903866650913
TATA PCL,2827.0,11.208627520339583,11.341322957198443,31686.79,32061.92,0.13269543685886095,0.13269543685886095,177.91298195967457,142.78386982667138,1750290.0,101.1838687352048,1.8318061578367013,1.1838687352047885,22.321535559747034
THDC,1734.0,11.390501730103805,11.898241061130333,19751.129999999997,20631.55,0.5077393310265282,0.5077393310265281,51.29757785467128,0.7497116493656286,2338650.0,104.45756774422527,0.8821991319778504,4.457567744225277,3.664112703905092
TOR. POW. (SUGEN),1635.0,14.978464831804281,14.646825688073394,24489.79,23947.559999999998,-0.3316391437308869,-0.3316330275229358,207.97706422018348,163.9954128440367,1536120.0,97.78589363159095,1.5589641434262946,-2.214106368409052,18.1243628950051
TOR. POW. (UNOSUGEN),1712.0,9.393522196261682,10.022091121495327,16081.71,17157.82,0.6285689252336449,0.6285981308411214,1441.1714369158879,154.83440420560748,900998.5,106.69151477050637,1.904311716390205,6.691514770506374,73.25051866172805
TPCIL,158.0,22.464810126582282,24.58892405063291,3549.4400000000005,3885.05,2.124113924050632,2.124113924050633,175.44303797468353,100.25316455696202,180840.0,109.45529435629282,2.1483355452333557,9.455294356292814,13.291139240506327
TPDDL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,,,,100.0
TRNE,1302.0,8.869331797235024,7.684485407066052,11547.87,10005.2,-1.184846390168971,-1.1848310291858681,211.29032258064515,208.06451612903226,506100.0,86.64108619165266,1.9769215570045449,-13.358913808347339,35.215053763440864
TSPL,1777.0,30.475728756330895,27.543821046707933,54155.37,48945.369999999995,-2.9319077096229607,-2.93190770962296,423.4102419808666,316.44344400675294,2766060.0,90.37953207595109,1.7694977693903962,-9.620467924048912,21.384355655599325
UPCL,1035.0,16.16487922705314,14.271661835748793,16730.65,14771.17,-1.8932173913043482,-1.8932173913043477,424.92753623188406,421.4492753623188,802200.0,88.28808205299853,1.841332585390177,-11.711917947001469,35.41062801932367
VASAVI,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,,0.0,,0.0
VEDANTA,278.0,4.936654676258994,8.71136690647482,1372.39,2421.76,3.774712230215828,3.774712230215828,30.215827338129497,30.215827338129497,158400.0,176.46295877993865,1.528888888888889,76.46295877993865,5.0359712230215825
VEMAGIRI,5.0,0.656,0.0,3.2800000000000002,0.0,-0.656,-0.656,74.0,0.0,1480.0,0.0,0.0,-100.0,20.0
VESPL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.5,0.0,,,,100.0
VIP,363.0,9.864848484848485,8.173388429752064,3580.94,2966.9399999999996,-1.6914600550964187,-1.6915426997245178,183.47107438016528,157.02479338842974,151200.0,82.85366412171105,1.9622619047619045,-17.146335878288955,30.57851239669421
VVL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,67.5,0.0,,,,100.0
WPCL,1715.0,27.154839650145774,29.657842565597665,46570.55,50863.2,2.5030029154518947,2.503008746355685,730.7930029154519,695.0204081632653,2681790.0,109.21752051457412,1.8966138288232859,9.217520514574112,31.849508271708473
