Power_Station,Records,Programme_avg,Actual_avg,Programme_sum,Actual_sum,Generation_Difference_avg,Excess_Shortfall_avg,Total_Maintenance_avg,Forced_Maintenance_avg,Available_Capacity_sum,Programme_Achievement_pct,Capacity_Utilization_pct,Deviation_pct,Maintenance_Impact_Index_pct
IEPL,104.0,0.5820192307692308,3.3707692307692314,60.53,350.56000000000006,2.78875,2.7888461538461535,67.5,57.11538461538461,21060.0,579.1508342970428,1.6645773979107314,479.15083429704293,25.0
ITPCL,1563.0,15.682456813819577,14.712143314139475,24511.68,22995.079999999998,-0.9703134996801023,-0.9703134996801025,441.07485604606524,319.38579654510556,1186200.0,93.812745597201,1.9385499915697182,-6.187254402799001,36.75623800383877
JHAPL,1505.0,8.166637873754153,9.740897009966776,12290.79,14660.05,1.5742591362126248,1.5742591362126248,26.312292358803987,23.920265780730897,863400.0,119.2767104474163,1.6979441741950425,19.276710447416303,4.385382059800665
JITPL,1123.0,13.794211932324131,17.76719501335708,15490.9,19952.56,3.972983081032948,3.9729474621549428,331.78984861976846,286.37577916295635,975000.0,128.80181267712013,2.0464164102564104,28.801812677120125,27.649154051647372
JPL,1731.0,29.70160600808781,35.27320623916811,51413.48,61057.920000000006,5.5716002310803,5.5716002310803,1650.1444251877526,1434.315424610052,3029000.0,118.75858237956271,2.015778144602179,18.758582379562718,48.53365956434567
JPPVL,3047.0,17.77298982605842,18.78246143747949,54154.3,57230.16,1.00947161142107,1.0094748933377091,151.1749261568756,111.985559566787,3334050.0,105.67980751297681,1.7165357448148648,5.67980751297681,12.13883647633002
JSWBL,422.0,19.714431279620847,19.58568720379147,8319.489999999998,8265.16,-0.12874407582938477,-0.12874407582938388,215.61611374407582,202.5,364770.0,99.34695516191499,2.2658551964251443,-0.6530448380850042,19.964454976303315
JSWEL,2532.0,14.596666666666668,14.886259873617695,36958.76,37692.01,0.28959320695102697,0.28959320695102697,234.90126382306477,203.6690363349131,1980350.0,101.98396807685106,1.9033004266922515,1.9839680768510632,23.096787722513902
JhPL(HR),1717.0,17.775620267909144,20.43327897495632,30520.739999999998,35083.94,2.657658707047175,2.657670355270821,253.31391962725684,198.73034362259756,1831500.0,114.95114469701588,1.9155850395850396,14.95114469701588,19.19044845661037
K.B.U.N.L,1632.0,7.378259803921568,7.715698529411765,12041.32,12592.02,0.33743872549019616,0.33743872549019616,174.71813725490196,156.19791666666666,650100.0,104.57341886105512,1.9369358560221503,4.5734188610551065,30.48843077712673
KONA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,222.5,0.0,445.0,,0.0,,50.0
KONDAPALI,1014.0,3.1840335305719925,3.304506903353057,3228.61,3350.77,0.12047337278106511,0.1205029585798817,748.5314891518739,10.19844181459566,725344.19,103.78367161100289,0.46195586125808774,3.7836716110028727,51.134052746084116
KWPCL,55.0,0.5,8.856,27.5,487.08000000000004,8.356,8.356,98.18181818181819,98.18181818181819,27600.0,1771.2,1.7647826086956524,1671.2,16.363636363636363
L&T,276.0,1.0178623188405795,1.2850362318840582,280.92999999999995,354.6700000000001,0.2671739130434783,0.2671739130434783,5.141304347826087,2.630434782608696,25113.0,126.24853166269183,1.412296420180783,26.24853166269182,5.348258706467662
LANCO,1463.0,11.497949419002051,10.831572112098428,16821.5,15846.59,-0.6663773069036228,-0.6663636363636364,36.7053998632946,21.326042378673957,824100.0,94.20438129774395,1.922896493144036,-5.79561870225604,6.117566643882434
LAPPL,1719.0,22.943310063990694,22.374281559045958,39439.55,38461.39,-0.5690285049447356,-0.5690285049447353,107.15532286212914,52.35602094240838,1878600.0,97.5198499982885,2.0473432343234323,-2.480150001711489,8.929610238510762
LBPL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
